test9
9,0,-1.10755e+08,2.09015e+07,0,8610,0,44,0,0,0,0,0,0,0,0,0,392094,1925
17,0,-1.36543e+08,2.38629e+07,0,831,0,40.25,0,0,0,0,0,0,0,0,0,392094,1925
23,0,-1.08795e+08,2.06448e+07,0,28734,0,43.75,0,0,0,0,0,0,0,0,0,392094,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386421,5.08469e+06,5,392093799
53.2108,5.79369,78.2228,392093799
-235,233,-425,392093799
-88,255,466,392093799
2,0,-1.25901e+08,2.40528e+07,0,24633,0,40.75,0,0,0,0,0,0,0,0,0,392094,1925
6,0,-1.1198e+08,2.12108e+07,0,59527,0,40.5,0,0,0,0,0,0,0,0,0,392094,1925
9,0,-1.10755e+08,2.09015e+07,0,8610,0,41,0,0,0,0,0,0,0,0,0,392094,1925
17,0,-1.36543e+08,2.38631e+07,0,831,0,38.25,0,0,0,0,0,0,0,0,0,392094,1925
23,0,-1.08795e+08,2.06449e+07,0,28734,0,39,0,0,0,0,0,0,0,0,0,392094,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386419,5.08468e+06,5,392093999
53.2108,5.79366,71.1957,392093999
37,-92,-35,392093999
-43,-95,11,392093999
2,0,-1.259e+08,2.40527e+07,0,24633,0,41.75,0,0,0,0,0,0,0,0,0,392094,1925
6,0,-1.11979e+08,2.12107e+07,0,59527,0,38.75,0,0,0,0,0,0,0,0,0,392094,1925
9,0,-1.10754e+08,2.09014e+07,0,8610,0,41.75,0,0,0,0,0,0,0,0,0,392094,1925
17,0,-1.36544e+08,2.38632e+07,0,831,0,35,0,0,0,0,0,0,0,0,0,392094,1925
23,0,-1.08795e+08,2.06449e+07,0,28734,0,40.75,0,0,0,0,0,0,0,0,0,392094,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80842e+06,386416,5.08468e+06,5,392094199
53.2107,5.79361,74.7001,392094199
23,-85,102,392094199
50,-87,-91,392094199
2,0,-1.25899e+08,2.40526e+07,0,24633,0,35.5,0,0,0,0,0,0,0,0,0,392094,1925
6,0,-1.11979e+08,2.12106e+07,0,59527,0,41.5,0,0,0,0,0,0,0,0,0,392094,1925
9,0,-1.10754e+08,2.09013e+07,0,8610,0,40.25,0,0,0,0,0,0,0,0,0,392094,1925
17,0,-1.36544e+08,2.38633e+07,0,831,0,38.25,0,0,0,0,0,0,0,0,0,392094,1925
23,0,-1.08795e+08,2.06449e+07,0,28734,0,39.5,0,0,0,0,0,0,0,0,0,392094,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.8084e+06,386425,5.08468e+06,5,392094399
53.2108,5.79377,63.0951,392094399
-59,32,166,392094399
144,37,-100,392094399
2,0,-1.25899e+08,2.40525e+07,0,24633,0,41.5,0,0,0,0,0,0,0,0,0,392094,1925
6,0,-1.11979e+08,2.12106e+07,0,59527,0,41,0,0,0,0,0,0,0,0,0,392094,1925
9,0,-1.10754e+08,2.09012e+07,0,8610,0,44.75,0,0,0,0,0,0,0,0,0,392094,1925
17,0,-1.36545e+08,2.38634e+07,0,831,0,38.5,0,0,0,0,0,0,0,0,0,392094,1925
23,0,-1.08795e+08,2.06449e+07,0,28734,0,43.25,0,0,0,0,0,0,0,0,0,392094,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386423,5.08469e+06,5,392094599
53.2108,5.79373,72.5885,392094599
-67,13,103,392094599
114,20,-43,392094599
2,0,-1.25898e+08,2.40523e+07,0,24633,0,38.5,0,0,0,0,0,0,0,0,0,392095,1925
6,0,-1.11978e+08,2.12105e+07,0,59527,0,43,0,0,0,0,0,0,0,0,0,392095,1925
9,0,-1.10753e+08,2.09012e+07,0,8610,0,39.5,0,0,0,0,0,0,0,0,0,392095,1925
17,0,-1.36546e+08,2.38635e+07,0,831,0,39,0,0,0,0,0,0,0,0,0,392095,1925
23,0,-1.08795e+08,2.06449e+07,0,28734,0,41.25,0,0,0,0,0,0,0,0,0,392095,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386423,5.08469e+06,5,392094799
53.2108,5.79374,73.0517,392094799
31,-34,232,392094799
117,-37,-202,392094799
2,0,-1.25897e+08,2.40522e+07,0,24633,0,39,0,0,0,0,0,0,0,0,0,392095,1925
6,0,-1.11978e+08,2.12105e+07,0,59527,0,42,0,0,0,0,0,0,0,0,0,392095,1925
9,0,-1.10753e+08,2.09011e+07,0,8610,0,41.25,0,0,0,0,0,0,0,0,0,392095,1925
17,0,-1.36546e+08,2.38636e+07,0,831,0,42,0,0,0,0,0,0,0,0,0,392095,1925
23,0,-1.08795e+08,2.06449e+07,0,28734,0,41.5,0,0,0,0,0,0,0,0,0,392095,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386422,5.08469e+06,5,392094999
53.2108,5.79371,76.0031,392094999
-140,124,-249,392094999
-48,137,275,392094999
2,0,-1.25897e+08,2.40521e+07,0,24633,0,37.5,0,0,0,0,0,0,0,0,0,392095,1925
6,0,-1.11978e+08,2.12104e+07,0,59527,0,45,0,0,0,0,0,0,0,0,0,392095,1925
9,0,-1.10752e+08,2.0901e+07,0,8610,0,39.5,0,0,0,0,0,0,0,0,0,392095,1925
17,0,-1.36547e+08,2.38637e+07,0,831,0,40,0,0,0,0,0,0,0,0,0,392095,1925
23,0,-1.08795e+08,2.06449e+07,0,28734,0,44.5,0,0,0,0,0,0,0,0,0,392095,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386420,5.08469e+06,5,392095199
53.2108,5.79368,77.6174,392095199
-114,130,-124,392095199
6,140,160,392095199
2,0,-1.25896e+08,2.4052e+07,0,24633,0,36.25,0,0,0,0,0,0,0,0,0,392095,1925
6,0,-1.11978e+08,2.12103e+07,0,59527,0,41,0,0,0,0,0,0,0,0,0,392095,1925
9,0,-1.10752e+08,2.09009e+07,0,8610,0,44,0,0,0,0,0,0,0,0,0,392095,1925
17,0,-1.36547e+08,2.38639e+07,0,831,0,42.5,0,0,0,0,0,0,0,0,0,392095,1925
23,0,-1.08796e+08,2.06449e+07,0,28734,0,43.25,0,0,0,0,0,0,0,0,0,392095,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80843e+06,386412,5.0847e+06,6,392095399
53.2107,5.79353,93.2468,392095399
128,-132,186,392095399
21,-144,-217,392095399
2,0,-1.25896e+08,2.40518e+07,0,24633,0,41.5,0,0,0,0,0,0,0,0,0,392095,1925
6,0,-1.11977e+08,2.12103e+07,0,59527,0,38.25,0,0,0,0,0,0,0,0,0,392095,1925
9,0,-1.10752e+08,2.09008e+07,0,8610,0,42,0,0,0,0,0,0,0,0,0,392095,1925
17,0,-1.36548e+08,2.3864e+07,0,831,0,37.5,0,0,0,0,0,0,0,0,0,392095,1925
23,0,-1.08796e+08,2.06449e+07,0,28734,0,37,0,0,0,0,0,0,0,0,0,392095,1925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80843e+06,386419,5.08469e+06,6,392095599
53.2107,5.79364,86.2718,392095599
-3,-20,-154,392095599
-89,-20,126,392095599
2,0,-1.25895e+08,2.40517e+07,0,24633,0,39,0,0,0,0,0,0,0,0,0,392096,1925
6,0,-1.11977e+08,2.12102e+07,0,59527,0,40.75,0,0,0,0,0,0,0,0,0,392096,1925
9,0,-1.10751e+08,2.09008e+07,0,8610,0,40.5,0,0,0,0,0,0,0,0,0,392096,1925
17,0,-1.36549e+08,2.38641e+07,0,831,0,40.25,0,0,0,0,0,0,0,0,0,392096,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,42.25,0,0,0,0,0,0,0,0,0,392096,1925
25,0,-1.40798e+08,2.55208e+07,0,47692,0,37.75,0,0,0,0,0,0,0,0,0,392095,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80843e+06,386415,5.08469e+06,5,392095799
53.2107,5.79359,90.5491,392095799
35,130,-103,392095799
-100,126,53,392095799
2,0,-1.25894e+08,2.40516e+07,0,24633,0,33.75,0,0,0,0,0,0,0,0,0,392096,1925
6,0,-1.11977e+08,2.12102e+07,0,59527,0,42.5,0,0,0,0,0,0,0,0,0,392096,1925
9,0,-1.10751e+08,2.09007e+07,0,8610,0,41.25,0,0,0,0,0,0,0,0,0,392096,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,42.25,0,0,0,0,0,0,0,0,0,392096,1925
25,0,-1.40799e+08,2.55209e+07,0,47692,0,40.5,0,0,0,0,0,0,0,0,0,392096,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80843e+06,386414,5.0847e+06,5,392095999
53.2107,5.79356,95.8343,392095999
-3,63,380,392095999
226,63,-306,392095999
2,0,-1.25894e+08,2.40515e+07,0,24633,0,37.75,0,0,0,0,0,0,0,0,0,392096,1925
6,0,-1.11976e+08,2.12101e+07,0,59527,0,42.25,0,0,0,0,0,0,0,0,0,392096,1925
9,0,-1.1075e+08,2.09006e+07,0,8610,0,38,0,0,0,0,0,0,0,0,0,392096,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,41.75,0,0,0,0,0,0,0,0,0,392096,1925
25,0,-1.40799e+08,2.5521e+07,0,47692,0,37.25,0,0,0,0,0,0,0,0,0,392096,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80843e+06,386414,5.08469e+06,5,392096199
53.2107,5.79356,92.3074,392096199
85,22,-148,392096199
-158,13,66,392096199
2,0,-1.25893e+08,2.40514e+07,0,24633,0,37.25,0,0,0,0,0,0,0,0,0,392096,1925
6,0,-1.11976e+08,2.121e+07,0,59527,0,45.75,0,0,0,0,0,0,0,0,0,392096,1925
9,0,-1.1075e+08,2.09005e+07,0,8610,0,36.75,0,0,0,0,0,0,0,0,0,392096,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,42,0,0,0,0,0,0,0,0,0,392096,1925
25,0,-1.40799e+08,2.5521e+07,0,47692,0,40,0,0,0,0,0,0,0,0,0,392096,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80843e+06,386420,5.0847e+06,6,392096399
53.2107,5.79365,96.5502,392096399
-122,-11,10,392096399
104,1,66,392096399
2,0,-1.25893e+08,2.40512e+07,0,24633,0,38.25,0,0,0,0,0,0,0,0,0,392096,1925
3,0,-1.20009e+08,2.18871e+07,0,6534,0,35.25,0,0,0,0,0,0,0,0,0,392096,1925
6,0,-1.11976e+08,2.121e+07,0,59527,0,43,0,0,0,0,0,0,0,0,0,392096,1925
9,0,-1.1075e+08,2.09004e+07,0,8610,0,42,0,0,0,0,0,0,0,0,0,392096,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,42.75,0,0,0,0,0,0,0,0,0,392096,1925
25,0,-1.40798e+08,2.55209e+07,0,47692,0,37.25,0,0,0,0,0,0,0,0,0,392096,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80842e+06,386424,5.08468e+06,5,392096599
53.2107,5.79373,79.7058,392096599
220,-21,457,392096599
102,-43,-495,392096599
2,0,-1.25892e+08,2.40511e+07,0,24633,0,40.5,0,0,0,0,0,0,0,0,0,392097,1925
3,0,-1.20009e+08,2.18872e+07,0,6534,0,38,0,0,0,0,0,0,0,0,0,392097,1925
6,0,-1.11975e+08,2.12099e+07,0,59527,0,42.25,0,0,0,0,0,0,0,0,0,392097,1925
9,0,-1.10749e+08,2.09004e+07,0,8610,0,39.75,0,0,0,0,0,0,0,0,0,392097,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,39,0,0,0,0,0,0,0,0,0,392097,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80842e+06,386430,5.08467e+06,4,392096799
53.2107,5.79383,69.926,392096799
94,-29,280,392096799
96,-39,-278,392096799
2,0,-1.25891e+08,2.4051e+07,0,24633,0,42.5,0,0,0,0,0,0,0,0,0,392097,1925
6,0,-1.11975e+08,2.12099e+07,0,59527,0,46,0,0,0,0,0,0,0,0,0,392097,1925
9,0,-1.10749e+08,2.09003e+07,0,8610,0,41.5,0,0,0,0,0,0,0,0,0,392097,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,42,0,0,0,0,0,0,0,0,0,392097,1925
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80842e+06,386429,5.08468e+06,4,392096999
53.2107,5.79381,79.6887,392096999
-348,224,-656,392096999
-136,258,719,392096999
2,0,-1.25891e+08,2.40509e+07,0,24633,0,34.5,0,0,0,0,0,0,0,0,0,392097,1925
6,0,-1.11975e+08,2.12098e+07,0,59527,0,37.25,0,0,0,0,0,0,0,0,0,392097,1925
9,0,-1.10748e+08,2.09002e+07,0,8610,0,43.75,0,0,0,0,0,0,0,0,0,392097,1925
23,0,-1.08796e+08,2.0645e+07,0,28734,0,40.25,0,0,0,0,0,0,0,0,0,392097,1925
0
0
0
0
0
0
0
5.12227e-09,-11.625,169.344,1.10399e-05,-7.09668e-07,-9.87202e-08,-6.14673e-08,4.27339e-09,-2.85107,0.00601514,5153.7,0.739631,-7.66639e-09,0.562299,0.965918,5.70381e-10,4.22518e-05,1.25056e-12,0,395984,1925,395984,1925,1,1,1,0,11,11,14400,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80842e+06,386427,5.08468e+06,4,392097199
53.2107,5.79377,80.0726,392097199
-239,317,-258,392097199
9,340,330,392097199
2,0,-1.2589e+08,2.40508e+07,0,24633,0,39,0,0,0,0,0,0,0,0,0,392097,1925
6,0,-1.11975e+08,2.12098e+07,0,59527,0,40.5,0,0,0,0,0,0,0,0,0,392097,1925
9,0,-1.10748e+08,2.09001e+07,0,8610,0,45.25,0,0,0,0,0,0,0,0,0,392097,1925
23,0,-1.08796e+08,2.06451e+07,0,28734,0,37,0,0,0,0,0,0,0,0,0,392097,1925
0
0
0
0
0
0
0
5.12227e-09,-11.625,169.344,1.10399e-05,-7.09668e-07,-9.87202e-08,-6.14673e-08,4.27339e-09,-2.85107,0.00601514,5153.7,0.739631,-7.66639e-09,0.562299,0.965918,5.70381e-10,4.22518e-05,1.25056e-12,0,395984,1925,395984,1925,1,1,1,0,11,11,14400,2
-2.00234e-08,-31.1875,164.625,1.04569e-05,-1.59442e-06,-2.04891e-08,2.66358e-07,4.68912e-09,-2.38223,0.016214,5153.69,0.690052,-7.71318e-09,-2.06202,0.944808,6.30026e-10,0.00051724,-5.79803e-12,0,396000,1925,396000,1925,1,1,2,0,28,28,14400,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386433,5.08468e+06,5,392097399
53.2107,5.79388,68.9862,392097399
42,51,163,392097399
61,47,-158,392097399
2,0,-1.25889e+08,2.40507e+07,0,24633,0,38,0,0,0,0,0,0,0,0,0,392097,1925
6,0,-1.11974e+08,2.12097e+07,0,59527,0,39.75,0,0,0,0,0,0,0,0,0,392097,1925
9,0,-1.10748e+08,2.09001e+07,0,8610,0,41,0,0,0,0,0,0,0,0,0,392097,1925
23,0,-1.08796e+08,2.06451e+07,0,28734,0,39.5,0,0,0,0,0,0,0,0,0,392097,1925
31,0,-1.36073e+08,2.44786e+07,0,11814,0,36.75,0,0,0,0,0,0,0,0,0,392097,1925
0
0
0
0
0
0
5.12227e-09,-11.625,169.344,1.10399e-05,-7.09668e-07,-9.87202e-08,-6.14673e-08,4.27339e-09,-2.85107,0.00601514,5153.7,0.739631,-7.66639e-09,0.562299,0.965918,5.70381e-10,4.22518e-05,1.25056e-12,0,395984,1925,395984,1925,1,1,1,0,11,11,14400,2
-2.00234e-08,-31.1875,164.625,1.04569e-05,-1.59442e-06,-2.04891e-08,2.66358e-07,4.68912e-09,-2.38223,0.016214,5153.69,0.690052,-7.71318e-09,-2.06202,0.944808,6.30026e-10,0.00051724,-5.79803e-12,0,396000,1925,396000,1925,1,1,2,0,28,28,14400,2
1.86265e-09,7.78125,278.844,5.0813e-06,3.57628e-07,1.11759e-08,-2.04891e-08,5.00235e-09,2.03154,0.00038699,5153.56,1.78177,-8.1582e-09,0.886992,0.958995,4.46447e-11,-0.000100869,-1.7053e-12,0,396000,1925,396000,1925,1,1,3,0,64,64,14400,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386431,5.08469e+06,5,392097599
53.2108,5.79383,79.2111,392097599
1,59,-257,392097599
-161,58,201,392097599
2,0,-1.25889e+08,2.40505e+07,0,24633,0,39.5,0,0,0,0,0,0,0,0,0,392098,1925
6,0,-1.11974e+08,2.12096e+07,0,59527,0,41.5,0,0,0,0,0,0,0,0,0,392098,1925
9,0,-1.10747e+08,2.09e+07,0,8610,0,41.25,0,0,0,0,0,0,0,0,0,392098,1925
23,0,-1.08796e+08,2.06451e+07,0,28734,0,43.25,0,0,0,0,0,0,0,0,0,392098,1925
31,0,-1.36073e+08,2.44787e+07,0,11814,0,39.75,0,0,0,0,0,0,0,0,0,392098,1925
0
0
0
0
0
0
5.12227e-09,-11.625,169.344,1.10399e-05,-7.09668e-07,-9.87202e-08,-6.14673e-08,4.27339e-09,-2.85107,0.00601514,5153.7,0.739631,-7.66639e-09,0.562299,0.965918,5.70381e-10,4.22518e-05,1.25056e-12,0,395984,1925,395984,1925,1,1,1,0,11,11,14400,2
-2.00234e-08,-31.1875,164.625,1.04569e-05,-1.59442e-06,-2.04891e-08,2.66358e-07,4.68912e-09,-2.38223,0.016214,5153.69,0.690052,-7.71318e-09,-2.06202,0.944808,6.30026e-10,0.00051724,-5.79803e-12,0,396000,1925,396000,1925,1,1,2,0,28,28,14400,2
1.86265e-09,7.78125,278.844,5.0813e-06,3.57628e-07,1.11759e-08,-2.04891e-08,5.00235e-09,2.03154,0.00038699,5153.56,1.78177,-8.1582e-09,0.886992,0.958995,4.46447e-11,-0.000100869,-1.7053e-12,0,396000,1925,396000,1925,1,1,3,0,64,64,14400,2
4.19095e-09,-28.9688,175.625,1.07288e-05,-1.37836e-06,5.40167e-08,-1.86265e-09,4.32697e-09,-2.40484,0.000360186,5153.58,0.731242,-7.73354e-09,-1.52429,0.965726,5.39308e-10,0.000280265,5.00222e-12,0,396000,1925,396000,1925,1,1,6,0,29,29,14400,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.80841e+06,386429,5.08469e+06,5,392097799
53.2107,5.79381,78.0807,392097799
91,-1,-162,392097799
-169,-10,75,392097799
2,0,-1.25888e+08,2.40504e+07,0,24633,0,36.25,0,0,0,0,0,0,0,0,0,392098,1925
6,0,-1.11974e+08,2.12096e+07,0,59527,0,43,0,0,0,0,0,0,0,0,0,392098,1925
9,0,-1.10747e+08,2.08999e+07,0,8610,0,43.25,0,0,0,0,0,0,0,0,0,392098,1925
23,0,-1.08796e+08,2.06451e+07,0,28734,0,42,0,0,0,0,0,0,0,0,0,392098,1925
31,0,-1.36074e+08,2.44788e+07,0,11814,0,36,0,0,0,0,0,0,0,0,0,392098,1925
0
0
0
0
0
0
5.12227e-09,-11.625,169.344,1.10399e-05,-7.09668e-07,-9.87202e-08,-6.14673e-08,4.27339e-09,-2.85107,0.00601514,5153.7,0.739631,-7.66639e-09,0.562299,0.965918,5.70381e-10,4.22518e-05,1.25056e-12,0,395984,1925,395984,1925,1,1,1,0,11,11,14400,2
-2.00234e-08,-31.1875,164.625,1.04569e-05,-1.59442e-06,-2.04891e-08,2.66358e-07,4.68912e-09,-2.38223,0.016214,5153.69,0.690052,-7.71318e-09,-2.06202,0.944808,6.30026e-10,0.00051724,-5.79803e-12,0,396000,1925,396000,1925,1,1,2,0,28,28,14400,2
1.86265e-09,7.78125,278.844,5.0813e-06,3.57628e-07,1.11759e-08,-2.04891e-08,5.00235e-09,2.03154,0.00038699,5153.56,1.78177,-8.1582e-09,0.886992,0.958995,4.46447e-11,-0.000100869,-1.7053e-12,0,396000,1925,396000,1925,1,1,3,0,64,64,14400,2
4.19095e-09,-28.9688,175.625,1.07288e-05,-1.37836e-06,5.40167e-08,-1.86265e-09,4.32697e-09,-2.40484,0.000360186,5153.58,0.731242,-7.73354e-09,-1.52429,0.965726,5.39308e-10,0.000280265,5.00222e-12,0,396000,1925,396000,1925,1,1,6,0,29,29,14400,2
1.39698e-09,2.71875,195.875,9.28529e-06,7.26432e-08,1.86265e-09,1.86265e-08,4.62841e-09,-0.493268,0.000758505,5153.74,2.81961,-7.93926e-09,1.74688,0.954443,-6.37884e-10,0.000255222,7.38964e-12,0,396000,1925,396000,1925,1,1,9,0,17,17,14400,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
